anio_mundial,fase,grupo,fecha,pais_local,pais_visita,nom_jugador,pais_jugador,minuto,tipo_gol
1962,Tercer puesto,,1962-06-16,Chile,Yugoslavia,Drazan Jerkovic,Yugoslavia,30,
1962,Final,,1962-06-17,Brasil,Checoslovaquia,Amarildo,Brasil,17,
1962,Final,,1962-06-17,Brasil,Checoslovaquia,Zito,Brasil,69,
1962,Final,,1962-06-17,Brasil,Checoslovaquia,Vava,Brasil,78,
1962,Final,,1962-06-17,Brasil,Checoslovaquia,Josef Masopust,Checoslovaquia,15,
1966,Primera Ronda,Grupo 1,1966-07-13,Francia,Mexico,Pierre Grillet,Francia,36,
1966,Primera Ronda,Grupo 1,1966-07-13,Francia,Mexico,Jose Luis Gonzalez,Mexico,47,
1966,Primera Ronda,Grupo 1,1966-07-15,Uruguay,Francia,Hector De Bourgoing,Uruguay,26,
1966,Primera Ronda,Grupo 1,1966-07-15,Uruguay,Francia,Pedro Rocha,Uruguay,55,
1966,Primera Ronda,Grupo 1,1966-07-15,Uruguay,Francia,Georges Lech,Francia,15,
1966,Primera Ronda,Grupo 1,1966-07-16,Inglaterra,Mexico,Roger Hunt,Inglaterra,37,
1966,Primera Ronda,Grupo 1,1966-07-16,Inglaterra,Mexico,Roger Hunt,Inglaterra,75,
1966,Primera Ronda,Grupo 1,1966-07-20,Inglaterra,Francia,Roger Hunt,Inglaterra,38,
1966,Primera Ronda,Grupo 1,1966-07-20,Inglaterra,Francia,Roger Hunt,Inglaterra,75,
1966,Primera Ronda,Grupo 2,1966-07-12,Alemania Occidental,Suiza,Helmut Haller,Alemania Occidental,40,
1966,Primera Ronda,Grupo 2,1966-07-12,Alemania Occidental,Suiza,Sigfried Held,Alemania Occidental,52,
1966,Primera Ronda,Grupo 2,1966-07-12,Alemania Occidental,Suiza,Uwe Seeler,Alemania Occidental,75,
1966,Primera Ronda,Grupo 2,1966-07-12,Alemania Occidental,Suiza,Franz Beckenbauer,Alemania Occidental,80,
1966,Primera Ronda,Grupo 2,1966-07-12,Alemania Occidental,Suiza,Franz Beckenbauer,Alemania Occidental,85,
1966,Primera Ronda,Grupo 2,1966-07-13,Argentina,España,Luis Artime,Argentina,34,
1966,Primera Ronda,Grupo 2,1966-07-13,Argentina,España,Luis Artime,Argentina,80,
1966,Primera Ronda,Grupo 2,1966-07-13,Argentina,España,Pirri,España,70,
1966,Primera Ronda,Grupo 2,1966-07-16,España,Suiza,Ferenc Puskas,España,51,
1966,Primera Ronda,Grupo 2,1966-07-16,España,Suiza,Amancio,España,80,
1966,Primera Ronda,Grupo 2,1966-07-16,España,Suiza,Heinz Schneiter,Suiza,35,
1966,Primera Ronda,Grupo 2,1966-07-19,Argentina,Suiza,Luis Artime,Argentina,23,
1966,Primera Ronda,Grupo 2,1966-07-19,Argentina,Suiza,Ermindo Onega,Argentina,52,
1966,Primera Ronda,Grupo 2,1966-07-20,Alemania Occidental,España,Uwe Seeler,Alemania Occidental,2,
1966,Primera Ronda,Grupo 2,1966-07-20,Alemania Occidental,España,Franz Beckenbauer,Alemania Occidental,84,
1966,Primera Ronda,Grupo 2,1966-07-20,Alemania Occidental,España,Pirri,España,30,
1966,Primera Ronda,Grupo 3,1966-07-12,Brasil,Bulgaria,Garrincha,Brasil,15,
1966,Primera Ronda,Grupo 3,1966-07-12,Brasil,Bulgaria,Pele,Brasil,63,
1966,Primera Ronda,Grupo 3,1966-07-13,Portugal,Hungria,Jose Torres,Portugal,20,
1966,Primera Ronda,Grupo 3,1966-07-13,Portugal,Hungria,Jose Augusto,Portugal,40,
1966,Primera Ronda,Grupo 3,1966-07-13,Portugal,Hungria,Jose Torres,Portugal,75,
1966,Primera Ronda,Grupo 3,1966-07-16,Portugal,Bulgaria,Eusebio,Portugal,15,
1966,Primera Ronda,Grupo 3,1966-07-16,Portugal,Bulgaria,Eusebio,Portugal,35,
1966,Primera Ronda,Grupo 3,1966-07-16,Portugal,Bulgaria,Jose Augusto,Portugal,60,
1966,Primera Ronda,Grupo 3,1966-07-16,Hungria,Brasil,Ferenc Bene,Hungria,3,
1966,Primera Ronda,Grupo 3,1966-07-16,Hungria,Brasil,Ferenc Bene,Hungria,65,
1966,Primera Ronda,Grupo 3,1966-07-16,Hungria,Brasil,Tostao,Brasil,15,
1966,Primera Ronda,Grupo 3,1966-07-19,Portugal,Brasil,Eusebio,Portugal,15,
1966,Primera Ronda,Grupo 3,1966-07-19,Portugal,Brasil,Eusebio,Portugal,30,
1966,Primera Ronda,Grupo 3,1966-07-19,Portugal,Brasil,Eusebio,Portugal,85,
1966,Primera Ronda,Grupo 3,1966-07-19,Portugal,Brasil,Rildo,Brasil,12,
1966,Primera Ronda,Grupo 3,1966-07-20,Hungria,Bulgaria,Ferenc Bene,Hungria,10,
1966,Primera Ronda,Grupo 3,1966-07-20,Hungria,Bulgaria,Ferenc Bene,Hungria,30,
1966,Primera Ronda,Grupo 3,1966-07-20,Hungria,Bulgaria,Ferenc Bene,Hungria,70,
1966,Primera Ronda,Grupo 3,1966-07-20,Hungria,Bulgaria,Georgi Asparuhov,Bulgaria,50,
1966,Primera Ronda,Grupo 4,1966-07-12,URSS,Corea del Norte,Valeri Porkuyan,URSS,31,
1966,Primera Ronda,Grupo 4,1966-07-12,URSS,Corea del Norte,Valeri Porkuyan,URSS,77,
1966,Primera Ronda,Grupo 4,1966-07-12,URSS,Corea del Norte,Valeri Porkuyan,URSS,88,
1966,Primera Ronda,Grupo 4,1966-07-13,Italia,Chile,Sandro Mazzola,Italia,9,
1966,Primera Ronda,Grupo 4,1966-07-13,Italia,Chile,Sandro Mazzola,Italia,88,
1966,Primera Ronda,Grupo 4,1966-07-15,URSS,Italia,Igor Chislenko,URSS,57,
1966,Primera Ronda,Grupo 4,1966-07-16,Corea del Norte,Chile,Park Seung-zin,Corea del Norte,88,
1966,Primera Ronda,Grupo 4,1966-07-16,Corea del Norte,Chile,Leonel Sanchez,Chile,26,
1966,Primera Ronda,Grupo 4,1966-07-16,Corea del Norte,Chile,Ruben Marcos,Chile,75,
1966,Primera Ronda,Grupo 4,1966-07-19,Corea del Norte,Italia,Pak Doo-ik,Corea del Norte,42,
1966,Primera Ronda,Grupo 4,1966-07-20,URSS,Chile,Igor Chislenko,URSS,11,
1966,Primera Ronda,Grupo 4,1966-07-20,URSS,Chile,Anatoli Banishevski,URSS,58,
1966,Cuartos de final,,1966-07-23,Inglaterra,Argentina,Geoff Hurst,Inglaterra,78,
1966,Cuartos de final,,1966-07-23,Alemania Occidental,Uruguay,Helmut Haller,Alemania Occidental,12,
1966,Cuartos de final,,1966-07-23,Alemania Occidental,Uruguay,Uwe Seeler,Alemania Occidental,70,
1966,Cuartos de final,,1966-07-23,Alemania Occidental,Uruguay,Uwe Seeler,Alemania Occidental,75,
1966,Cuartos de final,,1966-07-23,Alemania Occidental,Uruguay,Franz Beckenbauer,Alemania Occidental,80,
1966,Cuartos de final,,1966-07-23,Portugal,Corea del Norte,Eusebio,Portugal,27,
1966,Cuartos de final,,1966-07-23,Portugal,Corea del Norte,Eusebio,Portugal,43,
1966,Cuartos de final,,1966-07-23,Portugal,Corea del Norte,Eusebio,Portugal,56,
1966,Cuartos de final,,1966-07-23,Portugal,Corea del Norte,Eusebio,Portugal,60,
1966,Cuartos de final,,1966-07-23,Portugal,Corea del Norte,Jose Augusto,Portugal,80,
1966,Cuartos de final,,1966-07-23,URSS,Hungria,Valeri Porkuyan,URSS,5,
1966,Cuartos de final,,1966-07-23,URSS,Hungria,Igor Chislenko,URSS,65,
1966,Cuartos de final,,1966-07-23,URSS,Hungria,Ferenc Bene,Hungria,35,
1966,Semifinales,,1966-07-25,Inglaterra,Portugal,Bobby Charlton,Inglaterra,30,
1966,Semifinales,,1966-07-25,Inglaterra,Portugal,Bobby Charlton,Inglaterra,80,
1966,Semifinales,,1966-07-25,Inglaterra,Portugal,Eusebio,Portugal,82,penal
1966,Semifinales,,1966-07-25,Alemania Occidental,URSS,Helmut Haller,Alemania Occidental,8,
1966,Semifinales,,1966-07-25,Alemania Occidental,URSS,Franz Beckenbauer,Alemania Occidental,45,
1966,Semifinales,,1966-07-25,Alemania Occidental,URSS,Valeri Porkuyan,URSS,88,
1966,Tercer puesto,,1966-07-28,Portugal,URSS,Eusebio,Portugal,12,
1966,Tercer puesto,,1966-07-28,Portugal,URSS,Jose Augusto,Portugal,89,
1966,Tercer puesto,,1966-07-28,Portugal,URSS,Valeri Porkuyan,URSS,43,
1966,Final,,1966-07-30,Inglaterra,Alemania Occidental,Geoff Hurst,Inglaterra,18,
1966,Final,,1966-07-30,Inglaterra,Alemania Occidental,Martin Peters,Inglaterra,78,
1966,Final,,1966-07-30,Inglaterra,Alemania Occidental,Geoff Hurst,Inglaterra,101,
1966,Final,,1966-07-30,Inglaterra,Alemania Occidental,Geoff Hurst,Inglaterra,120,
1966,Final,,1966-07-30,Inglaterra,Alemania Occidental,Helmut Haller,Alemania Occidental,12,
1966,Final,,1966-07-30,Inglaterra,Alemania Occidental,Wolfgang Weber,Alemania Occidental,89,
1970,Primera Ronda,Grupo 1,1970-06-03,Belgica,El Salvador,Wilfried Van Moer,Belgica,20,
1970,Primera Ronda,Grupo 1,1970-06-03,Belgica,El Salvador,Raoul Lambert,Belgica,55,
1970,Primera Ronda,Grupo 1,1970-06-03,Belgica,El Salvador,Raoul Lambert,Belgica,70,
1970,Primera Ronda,Grupo 1,1970-06-06,URSS,Belgica,Anatoli Byshovets,URSS,14,
1970,Primera Ronda,Grupo 1,1970-06-06,URSS,Belgica,Anatoli Byshovets,URSS,50,
1970,Primera Ronda,Grupo 1,1970-06-06,URSS,Belgica,Viktor Serebryanikov,URSS,62,
1970,Primera Ronda,Grupo 1,1970-06-06,URSS,Belgica,Paul Van Himst,Belgica,80,
1970,Primera Ronda,Grupo 1,1970-06-07,Mexico,El Salvador,Javier Valdivia,Mexico,45,
1970,Primera Ronda,Grupo 1,1970-06-07,Mexico,El Salvador,Javier Valdivia,Mexico,50,
1970,Primera Ronda,Grupo 1,1970-06-07,Mexico,El Salvador,Gustavo Peña,Mexico,60,
1970,Primera Ronda,Grupo 1,1970-06-07,Mexico,El Salvador,Javier Fragoso,Mexico,85,
1970,Primera Ronda,Grupo 1,1970-06-10,URSS,El Salvador,Anatoli Byshovets,URSS,15,
1970,Primera Ronda,Grupo 1,1970-06-10,URSS,El Salvador,Anatoli Byshovets,URSS,50,
1970,Primera Ronda,Grupo 1,1970-06-11,Mexico,Belgica,Gustavo Peña,Mexico,14,
1970,Primera Ronda,Grupo 2,1970-06-02,Uruguay,Israel,Luis Cubilla,Uruguay,23,
1970,Primera Ronda,Grupo 2,1970-06-02,Uruguay,Israel,Victor Espárrago,Uruguay,50,
1970,Primera Ronda,Grupo 2,1970-06-03,Italia,Suecia,Angelo Domenghini,Italia,11,
1970,Primera Ronda,Grupo 2,1970-06-07,Suecia,Israel,Tommy Svensson,Suecia,52,
1970,Primera Ronda,Grupo 2,1970-06-07,Suecia,Israel,Mordechai Spiegler,Israel,56,
1970,Primera Ronda,Grupo 2,1970-06-10,Suecia,Uruguay,Blagoje Vidinic,Uruguay,80,en contra
1970,Primera Ronda,Grupo 3,1970-06-02,Inglaterra,Rumania,Geoff Hurst,Inglaterra,65,
1970,Primera Ronda,Grupo 3,1970-06-03,Brasil,Checoslovaquia,Pele,Brasil,59,
1970,Primera Ronda,Grupo 3,1970-06-03,Brasil,Checoslovaquia,Rivelino,Brasil,24,
1970,Primera Ronda,Grupo 3,1970-06-03,Brasil,Checoslovaquia,Jairzinho,Brasil,65,
1970,Primera Ronda,Grupo 3,1970-06-03,Brasil,Checoslovaquia,Jairzinho,Brasil,85,
1970,Primera Ronda,Grupo 3,1970-06-03,Brasil,Checoslovaquia,Ladislav Petras,Checoslovaquia,11,
1970,Primera Ronda,Grupo 3,1970-06-07,Rumania,Checoslovaquia,Florea Dumitrache,Rumania,11,
1970,Primera Ronda,Grupo 3,1970-06-07,Rumania,Checoslovaquia,Florea Dumitrache,Rumania,46,
1970,Primera Ronda,Grupo 3,1970-06-07,Rumania,Checoslovaquia,Alexandru Neagu,Rumania,60,
1970,Primera Ronda,Grupo 3,1970-06-07,Rumania,Checoslovaquia,Ladislav Petras,Checoslovaquia,5,
1970,Primera Ronda,Grupo 3,1970-06-07,Rumania,Checoslovaquia,Bohumil Vesely,Checoslovaquia,40,
1970,Primera Ronda,Grupo 3,1970-06-07,Brasil,Inglaterra,Jairzinho,Brasil,59,
1970,Primera Ronda,Grupo 3,1970-06-10,Brasil,Rumania,Pele,Brasil,19,
1970,Primera Ronda,Grupo 3,1970-06-10,Brasil,Rumania,Pele,Brasil,67,
1970,Primera Ronda,Grupo 3,1970-06-10,Brasil,Rumania,Jairzinho,Brasil,22,
1970,Primera Ronda,Grupo 3,1970-06-10,Brasil,Rumania,Florea Dumitrache,Rumania,34,
1970,Primera Ronda,Grupo 3,1970-06-10,Brasil,Rumania,Emerich Dembrovschi,Rumania,84,
1970,Primera Ronda,Grupo 4,1970-06-02,Peru,Bulgaria,Teofilo Cubillas,Peru,51,
1970,Primera Ronda,Grupo 4,1970-06-02,Peru,Bulgaria,Teofilo Cubillas,Peru,73,
1970,Primera Ronda,Grupo 4,1970-06-02,Peru,Bulgaria,Alberto Gallardo,Peru,55,
1970,Primera Ronda,Grupo 4,1970-06-02,Peru,Bulgaria,Hristo Bonev,Bulgaria,12,
1970,Primera Ronda,Grupo 4,1970-06-02,Peru,Bulgaria,Todor Kolev,Bulgaria,49,
1970,Primera Ronda,Grupo 4,1970-06-02,Alemania Federal,Marruecos,Uwe Seeler,Alemania Federal,56,
1970,Primera Ronda,Grupo 4,1970-06-02,Alemania Federal,Marruecos,Gerd Muller,Alemania Federal,80,
1970,Primera Ronda,Grupo 4,1970-06-02,Alemania Federal,Marruecos,Maouhoub Ghazouani,Marruecos,21,
1970,Primera Ronda,Grupo 4,1970-06-06,Peru,Marruecos,Teofilo Cubillas,Peru,65,
1970,Primera Ronda,Grupo 4,1970-06-06,Peru,Marruecos,Roberto Challe,Peru,75,
1970,Primera Ronda,Grupo 4,1970-06-06,Alemania Federal,Bulgaria,Gerd Muller,Alemania Federal,10,
1970,Primera Ronda,Grupo 4,1970-06-06,Alemania Federal,Bulgaria,Gerd Muller,Alemania Federal,20,
1970,Primera Ronda,Grupo 4,1970-06-06,Alemania Federal,Bulgaria,Gerd Muller,Alemania Federal,70,
1970,Primera Ronda,Grupo 4,1970-06-06,Alemania Federal,Bulgaria,Georgi Asparuhov,Bulgaria,12,
1970,Primera Ronda,Grupo 4,1970-06-06,Alemania Federal,Bulgaria,Dinko Dermendzhiev,Bulgaria,50,
1970,Primera Ronda,Grupo 4,1970-06-10,Alemania Federal,Peru,Gerd Muller,Alemania Federal,19,
1970,Primera Ronda,Grupo 4,1970-06-10,Alemania Federal,Peru,Gerd Muller,Alemania Federal,39,
1970,Primera Ronda,Grupo 4,1970-06-10,Alemania Federal,Peru,Gerd Muller,Alemania Federal,85,
1970,Primera Ronda,Grupo 4,1970-06-10,Alemania Federal,Peru,Teofilo Cubillas,Peru,44,
1970,Cuartos de final,,1970-06-14,Uruguay,URSS,Victor Espárrago,Uruguay,117,
1970,Cuartos de final,,1970-06-14,Brasil,Peru,Rivelino,Brasil,11,
1970,Cuartos de final,,1970-06-14,Brasil,Peru,Tostao,Brasil,15,
1970,Cuartos de final,,1970-06-14,Brasil,Peru,Jairzinho,Brasil,52,
1970,Cuartos de final,,1970-06-14,Brasil,Peru,Jairzinho,Brasil,70,
1970,Cuartos de final,,1970-06-14,Brasil,Peru,Alberto Gallardo,Peru,28,
1970,Cuartos de final,,1970-06-14,Brasil,Peru,Teofilo Cubillas,Peru,75,
1970,Cuartos de final,,1970-06-14,Italia,Mexico,Roberto Boninsegna,Italia,8,
1970,Cuartos de final,,1970-06-14,Italia,Mexico,Luigi Riva,Italia,65,
1970,Cuartos de final,,1970-06-14,Italia,Mexico,Luigi Riva,Italia,75,
1970,Cuartos de final,,1970-06-14,Italia,Mexico,Gianni Rivera,Italia,80,
1970,Cuartos de final,,1970-06-14,Italia,Mexico,Jose Gonzalez,Mexico,13,
1970,Cuartos de final,,1970-06-14,Alemania Federal,Inglaterra,Gerd Muller,Alemania Federal,108,
1970,Cuartos de final,,1970-06-14,Alemania Federal,Inglaterra,Franz Beckenbauer,Alemania Federal,68,
1970,Cuartos de final,,1970-06-14,Alemania Federal,Inglaterra,Uwe Seeler,Alemania Federal,82,
1970,Cuartos de final,,1970-06-14,Alemania Federal,Inglaterra,Alan Mullery,Inglaterra,31,
1970,Cuartos de final,,1970-06-14,Alemania Federal,Inglaterra,Martin Peters,Inglaterra,50,
1970,Semifinales,,1970-06-17,Brasil,Uruguay,Clodoaldo,Brasil,45,
1970,Semifinales,,1970-06-17,Brasil,Uruguay,Jairzinho,Brasil,76,
1970,Semifinales,,1970-06-17,Brasil,Uruguay,Rivelino,Brasil,89,
1970,Semifinales,,1970-06-17,Brasil,Uruguay,Luis Cubilla,Uruguay,19,
1970,Semifinales,,1970-06-17,Italia,Alemania Federal,Roberto Boninsegna,Italia,8,
1970,Semifinales,,1970-06-17,Italia,Alemania Federal,Gerd Muller,Alemania Federal,94,
1970,Semifinales,,1970-06-17,Italia,Alemania Federal,Gerd Muller,Alemania Federal,110,
1970,Semifinales,,1970-06-17,Italia,Alemania Federal,Tarcisio Burgnich,Italia,98,
1970,Semifinales,,1970-06-17,Italia,Alemania Federal,Luigi Riva,Italia,104,
1970,Semifinales,,1970-06-17,Italia,Alemania Federal,Gianni Rivera,Italia,111,
1970,Tercer puesto,,1970-06-20,Alemania Federal,Uruguay,Wolfgang Overath,Alemania Federal,26,
1970,Final,,1970-06-21,Brasil,Italia,Pele,Brasil,18,
1970,Final,,1970-06-21,Brasil,Italia,Gerson,Brasil,66,
1970,Final,,1970-06-21,Brasil,Italia,Jairzinho,Brasil,71,
1970,Final,,1970-06-21,Brasil,Italia,Carlos Alberto,Brasil,86,
1970,Final,,1970-06-21,Brasil,Italia,Roberto Boninsegna,Italia,37,
1974,Primera Ronda,Grupo 1,1974-06-13,Alemania Democratica,Australia,Jürgen Sparwasser,Alemania Democratica,58,
1974,Primera Ronda,Grupo 1,1974-06-13,Alemania Democratica,Australia,Joachim Streich,Alemania Democratica,72,
1974,Primera Ronda,Grupo 1,1974-06-14,Alemania Federal,Chile,Paul Breitner,Alemania Federal,18,
1974,Primera Ronda,Grupo 1,1974-06-14,Alemania Federal,Chile,Gerd Muller,Alemania Federal,55,
1974,Primera Ronda,Grupo 1,1974-06-14,Alemania Federal,Chile,Martin Hoffmann,Alemania Federal,79,
1974,Primera Ronda,Grupo 1,1974-06-18,Alemania Federal,Australia,Wolfgang Overath,Alemania Federal,12,
1974,Primera Ronda,Grupo 1,1974-06-18,Alemania Federal,Australia,Bernd Cullmann,Alemania Federal,34,
1974,Primera Ronda,Grupo 1,1974-06-18,Alemania Federal,Australia,Gerd Muller,Alemania Federal,53,
1974,Primera Ronda,Grupo 2,1974-06-15,Brasil,Yugoslavia,Rivellino,Brasil,44,
1974,Primera Ronda,Grupo 2,1974-06-15,Escocia,Zaire,Peter Lorimer,Escocia,14,
1974,Primera Ronda,Grupo 2,1974-06-15,Escocia,Zaire,Joe Jordan,Escocia,34,
1974,Primera Ronda,Grupo 2,1974-06-18,Brasil,Escocia,Jairzinho,Brasil,18,
1974,Primera Ronda,Grupo 2,1974-06-18,Brasil,Escocia,Rivellino,Brasil,66,
1974,Primera Ronda,Grupo 2,1974-06-18,Brasil,Escocia,Billy Bremner,Escocia,30,
1974,Primera Ronda,Grupo 2,1974-06-18,Yugoslavia,Zaire,Dusan Bajevic,Yugoslavia,6,
1974,Primera Ronda,Grupo 2,1974-06-18,Yugoslavia,Zaire,Dusan Bajevic,Yugoslavia,30,
1974,Primera Ronda,Grupo 2,1974-06-18,Yugoslavia,Zaire,Dragan Dzajic,Yugoslavia,45,
1974,Primera Ronda,Grupo 3,1974-06-15,Holanda,Uruguay,Johnny Rep,Holanda,16,
1974,Primera Ronda,Grupo 3,1974-06-15,Holanda,Uruguay,Johan Cruyff,Holanda,88,
1974,Primera Ronda,Grupo 3,1974-06-15,Suecia,Bulgaria,Ralf Edstrom,Suecia,30,
1974,Primera Ronda,Grupo 3,1974-06-19,Holanda,Bulgaria,Johan Neeskens,Holanda,10,
1974,Primera Ronda,Grupo 3,1974-06-19,Holanda,Bulgaria,Johnny Rep,Holanda,50,
1974,Primera Ronda,Grupo 3,1974-06-19,Holanda,Bulgaria,Johan Cruyff,Holanda,70,
1974,Primera Ronda,Grupo 3,1974-06-19,Holanda,Bulgaria,Johan Neeskens,Holanda,75,
1974,Primera Ronda,Grupo 3,1974-06-19,Suecia,Uruguay,Ralf Edstrom,Suecia,46,
1974,Primera Ronda,Grupo 3,1974-06-19,Suecia,Uruguay,Ralf Edstrom,Suecia,55,
1974,Primera Ronda,Grupo 3,1974-06-19,Suecia,Uruguay,Rolf Sandberg,Suecia,65,
1974,Primera Ronda,Grupo 4,1974-06-15,Italia,Haiti,Gianni Rivera,Italia,52,
1974,Primera Ronda,Grupo 4,1974-06-15,Italia,Haiti,Romeo Benetti,Italia,66,
1974,Primera Ronda,Grupo 4,1974-06-15,Italia,Haiti,Pietro Anastasi,Italia,79,
1974,Primera Ronda,Grupo 4,1974-06-15,Italia,Haiti,Emmanuel Sanon,Haiti,46,
1974,Primera Ronda,Grupo 4,1974-06-15,Polonia,Argentina,Grzegorz Lato,Polonia,7,
1974,Primera Ronda,Grupo 4,1974-06-15,Polonia,Argentina,Andrzej Szarmach,Polonia,8,
1974,Primera Ronda,Grupo 4,1974-06-15,Polonia,Argentina,Andrzej Szarmach,Polonia,60,
1974,Primera Ronda,Grupo 4,1974-06-19,Polonia,Haiti,Grzegorz Lato,Polonia,15,
1974,Primera Ronda,Grupo 4,1974-06-19,Polonia,Haiti,Grzegorz Lato,Polonia,30,
1974,Primera Ronda,Grupo 4,1974-06-19,Polonia,Haiti,Andrzej Szarmach,Polonia,50,
1974,Segunda Ronda,Grupo A,1974-06-26,Holanda,Argentina,Johan Cruyff,Holanda,11,
1974,Segunda Ronda,Grupo A,1974-06-26,Holanda,Argentina,Johan Cruyff,Holanda,25,
1974,Segunda Ronda,Grupo A,1974-06-26,Holanda,Argentina,Ruud Krol,Holanda,46,
1974,Segunda Ronda,Grupo A,1974-06-26,Holanda,Argentina,Johnny Rep,Holanda,73,
1974,Segunda Ronda,Grupo A,1974-06-26,Brasil,Alemania Democratica,Rivellino,Brasil,59,
1974,Segunda Ronda,Grupo B,1974-06-26,Alemania Federal,Yugoslavia,Paul Breitner,Alemania Federal,38,
1974,Segunda Ronda,Grupo B,1974-06-26,Alemania Federal,Yugoslavia,Gerd Muller,Alemania Federal,82,
1974,Segunda Ronda,Grupo B,1974-06-26,Polonia,Suecia,Grzegorz Lato,Polonia,43,
1974,Segunda Ronda,Grupo B,1974-06-26,Polonia,Suecia,Andrzej Szarmach,Polonia,60,
1974,Tercer puesto,,1974-07-06,Polonia,Brasil,Grzegorz Lato,Polonia,76,
1974,Final,,1974-07-07,Alemania Federal,Holanda,Paul Breitner,Alemania Federal,25,penal
1974,Final,,1974-07-07,Alemania Federal,Holanda,Gerd Muller,Alemania Federal,43,
1974,Final,,1974-07-07,Alemania Federal,Holanda,Johan Neeskens,Holanda,2,penal
1978,Primera Ronda,Grupo 1,1978-06-02,Italia,Francia,Paolo Rossi,Italia,29,
1978,Primera Ronda,Grupo 1,1978-06-02,Italia,Francia,René Houseman,Italia,54,en contra
1978,Primera Ronda,Grupo 1,1978-06-02,Italia,Francia,Bernard Lacombe,Francia,1,
1978,Primera Ronda,Grupo 1,1978-06-02,Argentina,Hungria,Leopoldo Luque,Argentina,16,
1978,Primera Ronda,Grupo 1,1978-06-02,Argentina,Hungria,Daniel Bertoni,Argentina,83,
1978,Primera Ronda,Grupo 1,1978-06-02,Argentina,Hungria,Karoly Csapo,Hungria,9,
1978,Primera Ronda,Grupo 1,1978-06-06,Argentina,Francia,Daniel Passarella,Argentina,45,penal
1978,Primera Ronda,Grupo 1,1978-06-06,Argentina,Francia,Leopoldo Luque,Argentina,73,
1978,Primera Ronda,Grupo 1,1978-06-06,Argentina,Francia,Michel Platini,Francia,60,
1978,Primera Ronda,Grupo 1,1978-06-06,Italia,Hungria,Paolo Rossi,Italia,34,
1978,Primera Ronda,Grupo 1,1978-06-06,Italia,Hungria,Marco Tardelli,Italia,36,
1978,Primera Ronda,Grupo 1,1978-06-06,Italia,Hungria,Tibor Nyilasi,Hungria,26,
1978,Primera Ronda,Grupo 1,1978-06-10,Italia,Argentina,Roberto Bettega,Italia,67,
1978,Primera Ronda,Grupo 1,1978-06-10,Francia,Hungria,Bernard Lacombe,Francia,23,
1978,Primera Ronda,Grupo 1,1978-06-10,Francia,Hungria,Didier Six,Francia,70,
1978,Primera Ronda,Grupo 1,1978-06-10,Francia,Hungria,Laszlo Fazekas,Hungria,41,
1978,Primera Ronda,Grupo 2,1978-06-02,Tunez,Mexico,Ali Kaabi,Tunez,55,
1978,Primera Ronda,Grupo 2,1978-06-02,Tunez,Mexico,Nejib Ghommidh,Tunez,79,
1978,Primera Ronda,Grupo 2,1978-06-02,Tunez,Mexico,Mokhtar Dhouib,Tunez,87,
1978,Primera Ronda,Grupo 2,1978-06-02,Tunez,Mexico,Arturo Vasquez Ayala,Mexico,45,
1978,Primera Ronda,Grupo 2,1978-06-06,Alemania Federal,Mexico,Gerd Muller,Alemania Federal,15,
1978,Primera Ronda,Grupo 2,1978-06-06,Alemania Federal,Mexico,Gerd Muller,Alemania Federal,60,
1978,Primera Ronda,Grupo 2,1978-06-06,Alemania Federal,Mexico,Karl-Heinz Rummenigge,Alemania Federal,38,
1978,Primera Ronda,Grupo 2,1978-06-06,Alemania Federal,Mexico,Hansi Muller,Alemania Federal,89,
1978,Primera Ronda,Grupo 2,1978-06-06,Alemania Federal,Mexico,Arturo Vasquez Ayala,Mexico,70,
1978,Primera Ronda,Grupo 2,1978-06-10,Polonia,Mexico,Grzegorz Lato,Polonia,15,
1978,Primera Ronda,Grupo 2,1978-06-10,Polonia,Mexico,Zbigniew Boniek,Polonia,40,
1978,Primera Ronda,Grupo 2,1978-06-10,Polonia,Mexico,Andrzej Szarmach,Polonia,60,
1978,Primera Ronda,Grupo 2,1978-06-10,Polonia,Mexico,Victor Rangel,Mexico,80,
1978,Primera Ronda,Grupo 4,1978-06-03,Paises Bajos,Iran,Rob Rensenbrink,Paises Bajos,40,
1978,Primera Ronda,Grupo 4,1978-06-03,Paises Bajos,Iran,Rob Rensenbrink,Paises Bajos,62,
1978,Primera Ronda,Grupo 4,1978-06-03,Paises Bajos,Iran,Johnny Rep,Paises Bajos,70,
1978,Primera Ronda,Grupo 4,1978-06-03,Peru,Escocia,Teofilo Cubillas,Peru,14,
1978,Primera Ronda,Grupo 4,1978-06-03,Peru,Escocia,Teofilo Cubillas,Peru,34,
1978,Primera Ronda,Grupo 4,1978-06-03,Peru,Escocia,Teofilo Cubillas,Peru,70,
1978,Primera Ronda,Grupo 4,1978-06-03,Peru,Escocia,Joe Jordan,Escocia,19,
1978,Primera Ronda,Grupo 4,1978-06-07,Escocia,Iran,Iraj Danaeifard,Iran,60,
1978,Primera Ronda,Grupo 4,1978-06-07,Escocia,Iran,Andranik Eskandarian,Escocia,43,en contra
1978,Primera Ronda,Grupo 4,1978-06-11,Escocia,Paises Bajos,Kenny Dalglish,Escocia,35,
1978,Primera Ronda,Grupo 4,1978-06-11,Escocia,Paises Bajos,Archie Gemmill,Escocia,68,
1978,Primera Ronda,Grupo 4,1978-06-11,Escocia,Paises Bajos,Johnny Rep,Paises Bajos,45,
